giocatore,squadra,ruolo,ruolo_fine,minuti,TPI_totale,TPI_casa,TPI_trasferta,TPI_vs_top6,TPI_vs_forti,TPI_ext_totale,totale_output_adj,totale_centralita,totale_boost_ratio,totale_consistenza,casa_output_adj,trasferta_output_adj,vs_top6_output_adj,vs_forti_output_adj,goal_tot,xg_tot_conv,conv_ratio,finishing_quality,goal_minus_xg,xg_p90,xa_p90,sos,form_ewma,form_trend,eta,eta_index,partite_disponibili,partite_giocate,n_infortuni,giorni_out,affidabilita_fisica,rank_TPI,rank_TPI_ext,rank_output_adj,rank_conv,rank_eta,rank_affidabilita,z_totale_output_adj,z_totale_centralita,z_totale_boost_ratio,z_totale_consistenza,z_conv_ratio,z_finishing,z_eta_index,z_affidabilita_fisica
Jannik Schuster,Brentford,DIF,CENTRALE,254.0,0.1487,0.1421,0.1421,0.1487,0.1421,0.1862,,,,,,,,,0,0.11,,-0.3317,-0.11,0.039,0.2941,1.0654,0.83,,20.35,0.7454,5,3,0,0,,79,68,245,184,47,137,,,,,,-0.2515,1.1572,
Jorge Cuenca,Fulham,DIF,CENTRALE,90.0,0.1414,0.1355,0.1355,0.1413,0.1355,0.1331,,,,,,,,,0,0.0,,,0.0,0.0,0.24,1.2589,0.24,,26.84,0.5013,5,1,0,0,,80,77,245,184,155,137,,,,,,,0.019,
Yoane Wissa,Newcastle United,ATT,CENTRAVANTI,443.0,0.1399,-0.2293,-0.2293,-0.2219,-0.2293,0.0171,0.501,26.0146,,,,,,,1,1.66,0.602,-0.5123,-0.66,0.337,0.1503,0.8979,0.4702,-0.043,30.05,0.2357,5,5,0,0,,81,109,24,53,236,137,0.3125,1.2977,,,-0.2517,-0.4448,-1.7819,
Bobby Thomas,Coventry,DIF,CENTRALE,440.0,0.135,-0.1759,-0.1759,-0.1735,-0.1759,0.0659,0.1571,17.8141,,,,,,,0,0.29,,-0.5385,-0.29,0.059,0.1166,0.818,0.1426,-0.171,25.64,0.6138,5,5,0,0,,82,92,152,184,112,137,0.7555,1.4577,,,,-0.7259,0.5436,
Nicolas Jackson,Aston Villa,ATT,CENTRAVANTI,298.0,0.1334,0.4622,0.4622,0.4714,0.4622,0.1559,0.4905,20.9047,,,,,,,1,0.8,1.25,0.2236,0.2,0.242,0.1601,0.8204,0.71,,25.25,0.6473,5,4,0,0,,83,72,36,24,98,137,-0.0018,0.1876,,,0.7309,0.5628,0.5038,
Timothy Castagne,Fulham,DIF,TERZINO,412.0,0.1225,-0.3041,-0.3041,-0.3015,-0.3041,-0.0461,0.1555,15.9494,,,,,,,0,0.65,0.0,-0.8062,-0.65,0.142,0.0808,1.0593,0.1723,-0.155,30.8,0.2003,5,5,0,0,,84,140,155,77,242,137,0.6717,0.7081,,,-1.0536,-1.34,-1.3846,
Mohammed Kudus,Tottenham,ATT,,110.0,0.1206,0.3967,0.3967,0.4099,0.3967,0.1074,0.4947,16.6674,,,,,,,0,0.13,,-0.3606,-0.13,0.106,0.45,0.9905,1.15,,26.14,0.5678,5,4,0,0,,85,82,30,184,128,137,0.1252,-0.733,,,,-0.2371,0.0623,
Joshua King,Fulham,ATT,TREQUARTISTA,428.0,0.1157,0.461,0.461,0.4686,0.461,0.0204,0.4723,20.8082,,,,,,,2,1.36,1.471,0.5488,0.64,0.286,0.1325,1.0593,0.441,0.029,31.54,0.1735,5,5,0,0,,86,105,52,18,247,137,-0.5477,0.1666,,,1.0661,1.0081,-2.1274,
Abdul Fatawu,Ipswich,ATT,ALA,369.0,0.1125,0.0117,0.0117,0.0203,0.0117,0.1744,0.4941,22.0877,,,,,,,0,0.06,,-0.2449,-0.06,0.015,0.4878,0.9836,0.5323,0.058,,,5,5,0,0,,87,69,32,184,271,137,0.1054,0.4446,,,,-0.0787,,
Julio Enciso,Ipswich,ATT,TREQUARTISTA,418.0,0.1066,-0.6258,-0.6258,-0.6181,-0.6258,-0.1319,0.4996,24.1793,,,,,,,0,1.34,0.0,-1.1576,-1.34,0.289,0.2411,0.9836,0.5046,-0.065,28.62,0.3321,5,5,0,0,,88,179,27,77,201,137,0.2729,0.899,,,-1.1645,-1.3285,-1.2466,
Luka Vuskovic,Brighton,DIF,CENTRALE,439.0,0.1049,0.2665,0.2665,0.269,0.2665,0.1501,0.1505,12.3088,,,,,,,1,0.9,1.111,0.1054,0.1,0.185,0.0,1.0173,0.1769,-0.035,19.57,0.7118,5,5,0,0,,89,73,160,32,71,137,0.4141,-0.7554,,,0.5966,0.7513,1.0005,
Nilson Angulo,Sunderland,ATT,ALA,335.0,0.0945,0.5194,0.5194,0.5285,0.5194,0.2585,0.4845,17.4163,,,,,,,1,0.7,1.429,0.3586,0.3,0.188,0.2633,0.9991,0.6768,0.449,23.26,0.7485,5,5,0,0,,90,47,44,20,42,137,-0.1804,-0.5703,,,1.0024,0.7477,1.0658,
Nico Elvedi,Leeds,DIF,CENTRALE,327.0,0.0893,-0.1375,-0.1375,-0.1347,-0.1375,0.0174,0.1573,16.4931,,,,,,,0,0.15,,-0.3873,-0.15,0.041,0.2147,1.0844,0.09,,29.97,0.2401,5,4,0,0,,91,108,151,184,235,137,0.7624,0.9267,,,,-0.379,-1.199,
António Silva,Bournemouth,DIF,CENTRALE,450.0,0.0623,-0.418,-0.418,0.2522,-0.418,-0.0621,0.1654,16.6879,,,,,0.1898,,0,1.19,0.0,-1.0909,-1.19,0.238,0.0,0.9328,0.2336,-0.018,27.14,0.4716,5,5,0,0,,92,144,145,77,168,137,1.1805,1.005,,,-1.0536,-1.9932,-0.1195,
Maxence Lacroix,Chelsea,DIF,CENTRALE,362.0,0.0512,-0.1155,-0.1155,-0.1126,-0.1155,0.0721,0.1516,13.9148,,,,,,,0,0.3,,-0.5477,-0.3,0.075,0.1119,0.9582,0.1961,0.307,26.46,0.5374,5,5,0,0,,93,91,158,184,137,137,0.4713,-0.1098,,,,-0.747,0.1873,
Harrison Armstrong,Everton,CEN,MEDIANO,449.0,0.0347,-0.144,-0.144,-0.1523,-0.144,0.134,0.2024,15.9872,,,,,,,0,0.19,,-0.4359,-0.19,0.038,0.1804,1.0693,0.2287,0.045,19.67,0.7163,5,5,0,0,,94,76,100,184,68,137,0.1295,0.425,,,,-0.4745,0.9532,
James Hill,Bournemouth,DIF,CENTRALE,450.0,0.0338,-0.1208,-0.1208,0.2659,-0.1208,-0.0412,0.1465,14.4987,,,,,0.1685,,0,0.0,,,0.0,0.0,0.15,0.9328,0.0817,-0.455,24.7,0.6888,5,5,0,0,,95,131,168,184,86,137,0.2099,0.125,,,,,0.8933,
Loum Tchaouna,Coventry,CEN,ESTERNO_C,171.0,0.0309,-0.0103,-0.0103,-0.0331,-0.0103,0.0877,,,,,,,,,0,0.13,,-0.3606,-0.13,0.068,0.0895,0.8075,0.3115,,23.04,0.75,5,3,0,0,,96,87,245,184,33,137,,,,,,-0.3091,1.1115,
Mamadou Sangaré,Brentford,CEN,MEDIANO,331.0,0.0281,-0.2824,-0.2824,-0.2929,-0.2824,-0.0666,0.2111,13.9646,,,,,,,0,0.36,,-0.6,-0.36,0.098,0.1686,1.0208,0.2245,-0.033,28.8,0.3177,5,5,0,0,,97,146,96,184,206,137,0.5191,-0.2337,,,,-0.8349,-0.9183,
Ferdi Kadioglu,Brighton,DIF,TERZINO,336.0,0.0233,0.2157,0.2157,0.2184,0.2157,0.0019,0.146,13.088,,,,,,,0,0.12,,-0.3464,-0.12,0.032,0.1205,0.9399,0.3857,,26.96,0.49,5,4,0,0,,98,115,170,184,157,137,0.1837,-0.4421,,,,-0.2852,-0.0337,
Olivier Boscagli,Brighton,DIF,TERZINO,439.0,0.0203,-0.0134,-0.0134,-0.0109,-0.0134,-0.0331,0.1497,12.2285,,,,,,,0,0.06,,-0.2449,-0.06,0.012,0.1681,1.0173,0.1244,-0.297,28.84,0.3146,5,5,0,0,,99,127,162,184,209,137,0.3728,-0.7876,,,,-0.0524,-0.8516,
Enzo Fernández,Manchester City,CEN,MEDIANO,100.0,0.0113,-0.0267,-0.0267,-0.0477,-0.0267,0.0518,,,,,,,,,0,0.174,,-0.4171,-0.174,0.157,0.1431,1.1624,0.3191,,25.68,0.6102,5,2,0,0,,100,95,245,184,114,137,,,,,,-0.4332,0.4551,
Ian Maatsen,Aston Villa,DIF,TERZINO,343.0,0.0101,-0.1507,-0.1507,-0.1479,-0.1507,0.0499,0.1389,16.5183,,,,,,,0,0.25,,-0.5,-0.25,0.066,0.0289,0.8031,0.14,,24.53,0.6999,5,4,0,0,,101,97,173,184,79,137,-0.1826,0.9368,,,,-0.6376,0.9451,
Wilson Isidor,Sunderland,ATT,,100.0,0.0074,0.0254,0.0254,0.0388,0.0254,-0.0258,0.5174,14.8338,,,,,,,1,1.11,0.901,-0.1044,-0.11,0.999,0.0,0.9991,0.444,-0.461,26.07,0.5744,5,5,0,0,,102,123,19,44,127,137,0.8056,-1.1313,,,0.2017,0.1137,0.099,
Diogo Dalot,Manchester United,DIF,TERZINO,351.0,0.007,-0.1449,-0.1449,-0.142,-0.1449,-0.0365,0.1556,13.5225,,,,,,,0,0.34,,-0.5831,-0.34,0.087,0.141,1.0342,0.1877,-0.229,27.51,0.4337,5,5,0,0,,103,130,154,184,177,137,0.6783,-0.2675,,,,-0.8282,-0.2963,
Antonee Robinson,Fulham,DIF,TERZINO,437.0,0.0044,-0.1663,-0.1663,-0.1638,-0.1663,-0.0126,0.1428,14.4967,,,,,,,0,0.33,,-0.5745,-0.33,0.068,0.0824,1.0593,0.1701,0.118,29.12,0.2938,5,5,0,0,,104,119,171,184,223,137,0.0156,0.1241,,,,-0.8085,-0.9486,
Lewis Dunk,Brighton,DIF,CENTRALE,360.0,0.0016,0.6803,0.6803,0.683,0.6803,-0.1742,0.1199,9.5874,,,,,,,1,0.02,,6.9296,0.98,0.005,0.0,1.105,0.02,,34.83,0.1079,5,4,0,0,,105,206,210,184,264,137,-1.1613,-1.8493,,,,3.0,-1.8155,
Sorba Thomas,Hull,DIF,ESTERNO_C,122.0,-0.0008,-0.0074,-0.0074,-0.0008,-0.0074,0.0351,,,,,,,,,0,0.13,,-0.3606,-0.13,0.096,0.1033,1.2426,0.225,,25.64,0.6138,5,3,0,0,,106,102,245,184,112,137,,,,,,-0.3178,0.5436,
Noah Sadiki,Sunderland,CEN,MEDIANO,425.0,-0.0068,-0.5998,-0.5998,-0.6085,-0.5998,0.0151,0.2172,15.8305,,,,,,,0,0.92,0.0,-0.9592,-0.92,0.195,0.0868,0.9991,0.2466,-0.134,21.76,0.7785,5,5,0,0,,107,110,91,77,2,137,0.792,0.374,,,-0.9942,-1.624,1.2453,
Tarik Muharemovic,Leeds,DIF,CENTRALE,450.0,-0.0071,-0.1456,-0.1456,-0.1432,-0.1456,0.0756,0.1491,15.729,,,,,,,0,0.38,,-0.6164,-0.38,0.076,0.096,0.9901,0.2112,0.228,23.56,0.743,5,5,0,0,,108,89,164,184,49,137,0.3427,0.6195,,,,-0.9046,1.146,
Enzo Le Fée,Sunderland,ATT,TREQUARTISTA,442.0,-0.0095,-0.245,-0.245,-0.2377,-0.245,0.0178,0.4859,20.18,,,,,,,0,0.3,,-0.5477,-0.3,0.061,0.4052,0.9991,0.4791,0.046,26.63,0.5212,5,5,0,0,,109,106,41,184,144,137,-0.1387,0.0301,,,,-0.4933,-0.1964,
Regan Slater,Hull,CEN,MEZZALA,443.0,-0.0124,-0.0762,-0.0762,-0.0846,-0.0762,0.0506,0.1975,17.8448,,,,,,,0,0.14,,-0.3742,-0.14,0.028,0.1747,1.132,0.2366,0.171,27.03,0.4831,5,5,0,0,,110,96,106,184,162,137,-0.09,1.03,,,,-0.339,-0.1417,
Matt Crooks,Hull,CEN,MEZZALA,212.0,-0.0151,-0.0563,-0.0563,-0.0791,-0.0563,-0.0038,,,,,,,,,0,0.0,,,0.0,0.0,0.0382,1.0943,0.1588,,32.67,0.1441,5,3,0,0,,111,116,245,184,254,137,,,,,,,-1.7334,
Jack Clarke,Ipswich,ATT,ALA,174.0,-0.0157,0.6424,0.6424,0.6543,0.6424,-0.0709,0.4704,15.4404,,,,,,,1,0.28,,1.3607,0.72,0.145,0.119,1.0089,0.1881,,25.83,0.5966,5,4,0,0,,112,147,54,184,120,137,-0.6024,-0.9996,,,,2.1199,0.2223,
Charalampos Kostoulas,Brighton,ATT,CENTRAVANTI,355.0,-0.0158,0.3956,0.3956,0.4043,0.3956,0.0926,0.4853,16.085,,,,,,,2,1.77,1.13,0.1729,0.23,0.449,0.0177,1.0173,0.663,0.08,19.31,0.7,5,5,0,0,,113,86,43,31,78,137,-0.1559,-0.8595,,,0.549,0.4934,0.7965,
Loum Tchaouna,Coventry,CEN,ESTERNO_C,214.0,-0.0226,-0.2145,-0.2145,-0.227,-0.2145,0.0542,0.2029,15.9727,,,,,,,0,0.21,,-0.4583,-0.21,0.088,0.0715,0.7588,0.1674,,23.04,0.75,5,4,0,0,,114,93,99,184,33,137,0.1497,0.4203,,,,-0.5237,1.1115,
Liam Delap,Nottingham Forest,ATT,CENTRAVANTI,276.0,-0.0252,-0.0444,-0.0444,-0.0348,-0.0444,0.1284,0.4968,19.9457,,,,,,,1,1.12,0.893,-0.1134,-0.12,0.365,0.2185,1.0873,0.37,,23.62,0.7414,5,4,0,0,,115,78,29,45,51,137,0.1865,-0.0208,,,0.1896,0.1014,1.0264,
Gabriel,Arsenal,DIF,CENTRALE,450.0,-0.0276,-0.4693,-0.4693,-0.467,-0.4693,-0.1683,0.1515,15.1032,,,,,,,0,1.04,0.0,-1.0198,-1.04,0.208,0.006,1.1546,0.1514,-0.293,28.76,0.3209,5,5,0,0,,116,202,159,77,204,137,0.4631,0.3679,,,-1.0536,-1.8301,-0.8222,
Jack Grealish,Everton,ATT,ALA,130.0,-0.0278,0.1164,0.1164,0.1293,0.1164,-0.0436,0.4843,13.9699,,,,,,,0,0.02,,-0.1414,-0.02,0.014,0.3946,1.0303,0.5963,,31.03,0.1912,5,4,0,0,,117,133,45,184,244,137,-0.1875,-1.319,,,,0.063,-2.0291,
Matteo Ruggeri,Aston Villa,DIF,TERZINO,107.0,-0.0297,-0.0364,-0.0364,-0.0298,-0.0364,0.0231,,,,,,,,,0,0.02,,-0.1414,-0.02,0.017,0.0252,1.0189,0.05,,24.2,0.7186,5,3,0,0,,118,104,245,184,63,137,,,,,,0.1851,1.0323,
Luke Shaw,Manchester United,DIF,TERZINO,339.0,-0.0313,-0.1286,-0.1286,-0.1258,-0.1286,-0.0446,0.1474,13.1878,,,,,,,0,0.05,,-0.2236,-0.05,0.013,0.1699,1.0735,0.0107,,31.2,0.185,5,4,0,0,,119,136,165,184,246,137,0.2525,-0.402,,,,-0.0035,-1.456,
Dayann Methalie,Sunderland,DIF,TERZINO,90.0,-0.0343,-0.0401,-0.0401,-0.0343,-0.0401,0.0283,,,,,,,,,0,0.01,,-0.1,-0.01,0.01,0.0,0.8774,0.01,,20.6,0.7548,5,1,0,0,,120,103,245,184,29,137,,,,,,0.2801,1.2011,
Victor Lindelöf,Aston Villa,DIF,CENTRALE,450.0,-0.0363,-0.3222,-0.3222,-0.3198,-0.3222,-0.1054,0.1467,16.8578,,,,,,,0,0.6,0.0,-0.7746,-0.6,0.12,0.02,0.8672,0.1453,0.038,32.18,0.1555,5,5,0,0,,121,165,166,77,252,137,0.2161,1.0733,,,-1.0536,-1.2675,-1.5935,
Georginio Rutter,Brighton,ATT,CENTRAVANTI,103.0,-0.039,-0.0342,-0.0342,-0.0157,-0.0342,0.0434,,,,,,,,,0,0.14,,-0.3742,-0.14,0.122,0.7951,0.997,0.4846,,24.42,0.7065,5,2,0,0,,122,98,245,184,76,137,,,,,,-0.2557,0.8326,
James Justin,Leeds,DIF,CENTRALE,450.0,-0.0405,-0.0319,-0.0319,-0.0295,-0.0319,-0.0111,0.1463,15.3649,,,,,,,0,0.16,,-0.4,-0.16,0.032,0.126,0.9901,0.1919,0.215,28.57,0.3362,5,5,0,0,,123,118,169,184,199,137,0.1975,0.4731,,,,-0.4082,-0.7509,
Archie Gray,Tottenham,DIF,TERZINO,315.0,-0.0426,0.0104,0.0104,0.0133,0.0104,0.0732,0.1348,15.2679,,,,,,,0,0.33,,-0.5745,-0.33,0.094,0.0,1.0664,0.325,,20.53,0.7523,5,4,0,0,,124,90,180,184,31,137,-0.3919,0.4342,,,,-0.8085,1.1894,
Adam Wharton,Crystal Palace,CEN,MEZZALA,442.0,-0.0431,-0.1143,-0.1143,-0.1227,-0.1143,0.1001,0.1946,15.2369,,,,,,,0,0.1,,-0.3162,-0.1,0.02,0.1466,1.0154,0.1649,-0.002,22.62,0.7658,5,5,0,0,,125,84,107,184,21,137,-0.2228,0.1807,,,,-0.2116,1.1857,
Ayden Heaven,Manchester United,DIF,CENTRALE,90.0,-0.0433,-0.0493,-0.0493,-0.0434,-0.0493,0.0178,,,,,,,,,0,0.13,,-0.3606,-0.13,0.13,0.0,0.8784,0.13,,20.0,0.7309,5,1,0,0,,126,106,245,184,58,137,,,,,,-0.3178,1.0896,
Harry Maguire,Manchester United,DIF,CENTRALE,450.0,-0.0468,-0.0594,-0.0594,-0.057,-0.0594,-0.0103,0.1418,12.7255,,,,,,,0,0.16,,-0.4,-0.16,0.032,0.11,1.0342,0.1684,0.186,33.55,0.1273,5,5,0,0,,127,117,172,184,260,137,-0.032,-0.5878,,,,-0.4082,-1.725,
Kevin Danso,Sunderland,DIF,CENTRALE,270.0,-0.0472,-0.0539,-0.0539,-0.0473,-0.0539,-0.0258,,,,,,,,,0,0.05,,-0.2236,-0.05,0.017,0.0267,0.8202,0.06,,28.01,0.3853,5,3,0,0,,128,123,245,184,190,137,,,,,,-0.0035,-0.5219,
Ola Aina,Nottingham Forest,DIF,QUINTO,315.0,-0.0475,-0.1246,-0.1246,-0.1217,-0.1246,-0.0454,0.1367,13.172,,,,,,,0,0.04,,-0.2,-0.04,0.011,0.0914,1.0208,0.0,,29.95,0.2412,5,4,0,0,,129,139,176,184,234,137,-0.2968,-0.4084,,,,0.0506,-1.1939,
Pascal Struijk,Brighton,DIF,CENTRALE,99.0,-0.0518,-0.0585,-0.0585,-0.0519,-0.0585,-0.02,,,,,,,,,0,0.08,,-0.2828,-0.08,0.073,0.0,0.8335,0.0828,,27.11,0.4747,5,3,0,0,,130,122,245,184,166,137,,,,,,-0.1393,-0.1051,
Ibrahim Sangare,Nottingham Forest,CEN,MEZZALA,100.0,-0.0548,-0.0959,-0.0959,-0.1188,-0.0959,-0.0449,,,,,,,,,0,0.02,,-0.1414,-0.02,0.018,0.018,1.0537,0.0,,28.8,0.3177,5,3,0,0,,131,138,245,184,206,137,,,,,,0.1724,-0.9183,
Matias Fernandez-Pardo,Newcastle United,CEN,TREQUARTISTA,162.0,-0.0561,-0.0973,-0.0973,-0.1201,-0.0973,0.002,,,,,,,,,0,0.05,,-0.2236,-0.05,0.028,0.0056,0.8392,0.057,,25.68,0.6102,5,3,0,0,,132,114,245,184,114,137,,,,,,-0.0082,0.4551,
Joe Rodon,Leeds,DIF,CENTRALE,123.0,-0.0589,-0.0651,-0.0651,-0.059,-0.0651,-0.0434,,,,,,,,,0,0.03,,-0.1732,-0.03,0.022,0.0732,0.7645,0.0,,28.91,0.3093,5,2,1,49,,133,132,245,184,214,137,,,,,,0.1121,-0.8763,
Marcelino Núñez,Ipswich,CEN,MEDIANO,146.0,-0.0601,-0.0981,-0.0981,-0.1191,-0.0981,-0.0172,,,,,,,,,0,0.06,,-0.2449,-0.06,0.037,0.0247,0.9822,0.0563,,26.56,0.5279,5,2,0,0,,134,121,245,184,141,137,,,,,,-0.0549,0.0687,
Sávio,Tottenham,ATT,ALA,242.0,-0.0677,-0.0626,-0.0626,-0.0424,-0.0626,0.0532,,,,,,,,,0,0.4,,-0.6325,-0.4,0.149,0.4277,0.94,0.61,,22.45,0.7708,5,3,0,0,,135,94,245,184,18,137,,,,,,-0.6094,1.1897,
Micky van de Ven,Tottenham,DIF,CENTRALE,360.0,-0.0679,-0.482,-0.482,-0.4794,-0.482,-0.0932,0.1499,16.9605,,,,,,,0,0.73,0.0,-0.8544,-0.73,0.182,0.0,0.9905,0.04,,25.42,0.6331,5,4,0,0,,136,162,161,77,104,137,0.3809,1.1146,,,-1.0536,-1.4506,0.6336,
Yeremi Pino,Crystal Palace,ATT,TREQUARTISTA,308.0,-0.0691,-0.5412,-0.5412,-0.5316,-0.5412,-0.065,0.4862,19.2197,,,,,,,0,0.64,0.0,-0.8,-0.64,0.187,0.2805,1.0154,0.2855,-0.183,23.92,0.7313,5,5,0,0,,137,145,40,77,56,137,-0.1293,-0.1785,,,-1.1645,-0.8388,0.9703,
Ousmane Diomande,Nottingham Forest,DIF,CENTRALE,165.0,-0.0704,-0.0771,-0.0771,-0.0705,-0.0771,0.006,,,,,,,,,0,0.07,,-0.2646,-0.07,0.038,0.0,1.167,0.0365,,22.8,0.7591,5,3,0,0,,138,113,245,184,25,137,,,,,,-0.0976,1.2211,
Lucas Herrington,Hull,DIF,CENTRALE,190.0,-0.0711,-0.0197,-0.0197,-0.0157,-0.0197,0.0104,0.1353,13.0509,,,,,,,0,0.01,,-0.1,-0.01,0.005,0.0663,1.132,0.045,0.5,,,5,5,0,0,,139,111,178,184,271,137,-0.3675,-0.457,,,,0.2801,,
Taiwo Awoniyi,Coventry,ATT,CENTRAVANTI,234.0,-0.0813,-0.7008,-0.7008,-0.6903,-0.7008,-0.2076,0.509,22.3197,,,,,,,0,1.32,0.0,-1.1489,-1.32,0.508,0.0577,0.8693,0.3167,,29.11,0.2945,5,4,0,0,,140,215,23,77,222,137,0.5532,0.495,,,-1.1645,-1.3166,-1.4554,
Amar Dedic,Newcastle United,DIF,TERZINO,330.0,-0.0828,-0.2863,-0.2863,-0.2835,-0.2863,-0.0301,0.1377,15.6104,,,,,,,0,0.22,,-0.469,-0.22,0.06,0.0382,0.9028,0.0,,24.09,0.724,5,4,0,0,,141,125,174,184,61,137,-0.2461,0.5718,,,,-0.5665,1.0574,
Mats Wieffer,Brighton,DIF,TERZINO,165.0,-0.0836,-0.0897,-0.0897,-0.0836,-0.0897,-0.0444,,,,,,,,,0,0.11,,-0.3317,-0.11,0.06,0.0382,1.293,0.0329,,26.85,0.5003,5,2,1,0,,142,135,245,184,156,137,,,,,,-0.2515,0.0143,
Patrick Dorgu,Manchester United,ATT,TERZINO,169.0,-0.0889,0.0252,0.0252,0.0376,0.0252,0.0402,0.4971,14.4523,,,,,,,0,0.97,0.0,-0.9849,-0.97,0.517,0.0692,1.0342,1.0832,-0.186,21.9,0.7785,5,5,0,0,,143,100,28,77,2,137,0.1974,-1.2142,,,-1.1645,-1.092,1.2324,
Rúben Dias,Manchester City,DIF,CENTRALE,450.0,-0.0926,-0.1819,-0.1819,-0.1795,-0.1819,-0.111,0.1328,11.4322,,,,,,,0,0.17,,-0.4123,-0.17,0.034,0.06,1.0189,0.0702,-0.253,29.36,0.2772,5,5,0,0,,144,167,185,184,226,137,-0.4952,-1.1077,,,,-0.4364,-1.026,
Jaka Bijol,Leeds,DIF,CENTRALE,167.0,-0.0939,-0.1007,-0.1007,-0.094,-0.1007,-0.059,,,,,,,,,0,0.08,,-0.2828,-0.08,0.043,0.0,0.8612,0.0,,27.62,0.4227,5,3,0,0,,145,142,245,184,181,137,,,,,,-0.1393,-0.3475,
James Garner,Everton,CEN,MEDIANO,331.0,-0.0949,-0.0429,-0.0429,-0.0534,-0.0429,0.0398,0.1828,12.155,,,,,,,0,0.13,,-0.3606,-0.13,0.035,0.0489,1.0693,0.253,0.235,25.52,0.6244,5,5,0,0,,146,101,125,184,107,137,-0.7476,-0.823,,,,-0.3091,0.5217,
Yehor Yarmolyuk,Brentford,CEN,MEDIANO,212.0,-0.0966,-0.0509,-0.0509,-0.0641,-0.0509,0.0409,0.2022,11.7882,,,,,,,0,0.07,,-0.2646,-0.07,0.03,0.1783,1.0208,0.1763,0.051,22.56,0.7677,5,5,0,0,,147,99,101,184,19,137,0.1173,-0.9424,,,,-0.0982,1.1946,
Kai Havertz,Arsenal,ATT,CENTRAVANTI,442.0,-0.0969,0.5019,0.5019,0.5093,0.5019,-0.1567,0.4488,17.4849,,,,,,,2,1.19,1.681,0.7425,0.81,0.242,0.0794,1.1546,0.3397,0.043,27.28,0.457,5,5,0,0,,148,195,71,15,169,137,-1.249,-0.5554,,,1.3845,1.2734,-0.553,
Noussair Mazraoui,Manchester United,DIF,TERZINO,98.0,-0.0987,-0.1054,-0.1054,-0.0988,-0.1054,-0.0741,,,,,,,,,0,0.09,,-0.3,-0.09,0.083,0.101,1.0063,0.0,,28.85,0.3139,5,3,0,0,,149,148,245,184,210,137,,,,,,-0.1788,-0.8549,
Honest Ahanor,Crystal Palace,DIF,CENTRALE,90.0,-0.0994,-0.1053,-0.1053,-0.0995,-0.1053,-0.0362,,,,,,,,,0,0.0,,,0.0,0.0,0.05,1.2602,0.05,,18.58,0.6688,5,1,0,0,,150,129,245,184,91,137,,,,,,,0.8,
David Affengruber,Fulham,DIF,CENTRALE,180.0,-0.1038,-0.11,-0.11,-0.1039,-0.11,-0.0483,,,,,,,,,0,0.0,,,0.0,0.0,0.025,0.8653,0.05,,25.51,0.6253,5,2,0,0,,151,141,245,184,106,137,,,,,,,0.5972,
Valentín Barco,Chelsea,CEN,MEZZALA,112.0,-0.1092,-0.1504,-0.1504,-0.1732,-0.1504,-0.0158,,,,,,,,,0,0.12,,-0.3464,-0.12,0.096,0.0,0.9498,0.0511,,22.16,0.7764,5,3,0,0,,152,120,245,184,9,137,,,,,,-0.2779,1.2354,
Nikola Milenkovic,Nottingham Forest,DIF,CENTRALE,270.0,-0.1115,-0.1181,-0.1181,-0.1115,-0.1181,-0.085,,,,,,,,,0,0.12,,-0.3464,-0.12,0.04,0.0,0.9187,0.0,,28.94,0.307,5,3,0,0,,153,158,245,184,217,137,,,,,,-0.2852,-0.8871,
Sander Berge,Fulham,CEN,MEDIANO,350.0,-0.1121,-0.1568,-0.1568,-0.1669,-0.1568,-0.1402,0.1908,13.5951,,,,,,,0,0.08,,-0.2828,-0.08,0.021,0.1209,1.0593,0.1019,-0.161,28.6,0.3337,5,5,0,0,,154,187,111,184,200,137,-0.3902,-0.354,,,,-0.1382,-0.8432,
Declan Rice,Arsenal,CEN,MEDIANO,418.0,-0.116,-0.1332,-0.1332,-0.1421,-0.1332,-0.0841,0.1868,13.1418,,,,,,,0,0.09,,-0.3,-0.09,0.019,0.1206,1.1546,0.1373,-0.027,27.69,0.4158,5,5,0,0,,155,157,115,184,183,137,-0.5726,-0.5016,,,,-0.176,-0.4577,
Quinten Timber,Crystal Palace,CEN,MEZZALA,258.0,-0.1224,-0.1636,-0.1636,-0.1864,-0.1636,-0.0446,,,,,,,,,0,0.31,,-0.5568,-0.31,0.108,0.0244,1.1064,0.18,,25.26,0.6465,5,3,0,0,,156,136,245,184,99,137,,,,,,-0.7401,0.6255,
Pedro Porro,Tottenham,DIF,TERZINO,198.0,-0.1253,-0.132,-0.132,-0.1254,-0.132,-0.0773,,,,,,,,,0,0.24,,-0.4899,-0.24,0.109,0.1909,1.0272,0.05,,27.02,0.4841,5,3,0,0,,157,150,245,184,161,137,,,,,,-0.6144,-0.0612,
Gabriel Gudmundsson,Leeds,DIF,QUINTO,255.0,-0.127,-0.1336,-0.1336,-0.127,-0.1336,-0.0828,,,,,,,,,0,0.0,,,0.0,0.0,0.0141,1.1404,0.04,,27.4,0.4448,5,3,0,0,,158,156,245,184,175,137,,,,,,,-0.2445,
