giocatore,squadra,ruolo,ruolo_fine,minuti,TPI_totale,TPI_casa,TPI_trasferta,TPI_vs_top6,TPI_vs_forti,TPI_ext_totale,totale_output_adj,totale_centralita,totale_boost_ratio,totale_consistenza,casa_output_adj,trasferta_output_adj,vs_top6_output_adj,vs_forti_output_adj,goal_tot,xg_tot_conv,conv_ratio,finishing_quality,goal_minus_xg,xg_p90,xa_p90,sos,form_ewma,form_trend,eta,eta_index,partite_disponibili,partite_giocate,n_infortuni,giorni_out,affidabilita_fisica,rank_TPI,rank_TPI_ext,rank_output_adj,rank_conv,rank_eta,rank_affidabilita,z_totale_output_adj,z_totale_centralita,z_totale_boost_ratio,z_totale_consistenza,z_conv_ratio,z_finishing,z_eta_index,z_affidabilita_fisica
Lucas Pires,Burnley,DIF,QUINTO,1391.0,0.111,0.0913,0.0828,-0.0515,-0.069,0.1045,0.1455,13.5793,1.0165,0.3927,0.1524,0.1246,0.101,0.0978,0,0.91,0.0,-0.9539,-0.91,0.059,0.0977,0.9839,0.2071,0.139,25.17,0.6538,38,20,0,0,0.7632,125,132,229,275,126,301,0.4853,1.6674,0.1677,0.6847,-1.208,-1.0295,0.7506,-0.9706
Jack Grealish,Everton,ATT,ALA,1645.0,0.1058,-0.071,0.1674,-0.4686,-0.2349,-0.2876,0.4211,25.7069,0.9166,0.5511,0.4324,0.412,0.3712,0.4344,2,3.08,0.649,-0.6154,-1.08,0.169,0.2495,1.0006,0.2981,-0.312,30.7,0.2045,38,20,0,0,0.7632,126,303,67,194,302,301,-0.0911,1.4556,-0.7396,1.522,-0.4329,-0.3787,-1.7594,-1.6561
Rayan Ait Nouri,Manchester City,DIF,QUINTO,981.0,0.0998,0.0253,0.1228,0.0148,0.1435,0.0719,0.1604,8.9068,0.9624,0.2525,0.1549,0.1409,0.1227,0.1596,0,0.49,,-0.7,-0.49,0.045,0.1606,1.0313,0.1738,-0.658,24.96,0.6702,38,17,0,0,0.7237,127,145,215,323,117,322,0.8245,-0.0656,-0.3876,-1.1527,,-0.5952,0.8262,-1.3884
Douglas Luiz,Aston Villa,CEN,MEDIANO,936.0,0.0939,0.1863,0.0413,-0.0753,-0.0812,0.0037,0.22,10.557,0.9481,0.3525,0.2443,0.1888,0.1697,0.1785,1,0.701,1.427,0.3571,0.299,0.067,0.1745,1.0325,0.3826,0.234,28.04,0.3825,38,21,0,0,0.7763,128,170,160,47,234,288,0.277,-0.1042,-0.5988,-0.1245,0.7817,0.6293,-0.47,-1.3823
João Palhinha,Tottenham,CEN,MEDIANO,2180.0,0.0935,0.1855,0.0142,0.2159,0.0836,0.2748,0.1835,12.0411,,0.3179,0.2209,0.1574,0.1794,0.1614,5,3.43,1.458,0.8477,1.57,0.142,0.0318,0.9839,0.5948,1.645,30.87,0.1975,38,33,0,0,0.9342,129,68,190,42,303,107,-0.2755,0.3277,,-0.5362,0.8321,1.3163,-1.2813,0.6924
Jan Paul van Hecke,Brighton,DIF,CENTRALE,3214.0,0.0916,0.2653,-0.1861,0.4558,0.1762,0.0999,0.1225,9.1298,,0.321,0.1761,0.0727,0.1881,0.1502,3,3.34,0.898,-0.186,-0.34,0.094,0.0288,1.0022,0.1466,0.208,25.96,0.5846,38,36,0,0,0.9737,130,136,258,124,155,45,-0.0364,0.0171,,-0.255,0.4148,0.2841,0.4315,1.2554
Sven Botman,Newcastle United,DIF,CENTRALE,1842.0,0.0902,0.1536,-0.0315,-0.0291,0.5392,0.0068,0.1435,9.5541,1.0066,0.3824,0.1927,0.0932,0.1016,0.2293,1,1.55,0.645,-0.4418,-0.55,0.076,0.0728,0.984,0.1178,-0.118,26.36,0.5469,38,25,0,0,0.8289,131,168,231,197,171,232,0.4414,0.1745,0.0661,0.5497,-0.0424,-0.1535,0.2577,-0.2759
Lukas Nmecha,Leeds,ATT,CENTRAVANTI,1076.0,0.0892,-0.1267,0.3191,0.2738,-0.179,0.0194,0.5146,16.4862,0.8691,0.3255,0.498,0.4726,0.5392,0.445,4,5.85,0.684,-0.7649,-1.85,0.489,0.1405,1.0162,1.3929,-0.027,27.44,0.4407,38,31,0,0,0.9079,132,165,26,187,215,145,0.9444,-0.3331,-1.125,-0.7091,-0.3552,-0.5656,-0.5495,0.2483
Lewis Miley,Newcastle United,CEN,MEZZALA,1470.0,0.0874,0.0298,0.1042,-0.2511,0.059,0.1652,0.2179,10.8543,1.1451,0.4527,0.2331,0.1972,0.1489,0.1814,1,1.38,0.725,-0.3235,-0.38,0.084,0.1427,1.0149,0.1203,-0.423,20.06,0.7335,38,23,0,0,0.8026,133,113,161,178,68,261,0.245,-0.0177,1.0904,1.0681,-0.3603,-0.3237,1.0692,-1.0367
Samuel Chukwueze,Fulham,ATT,ALA,1052.0,0.0781,0.3035,-0.2368,-0.0267,-0.0268,-0.0683,0.4313,16.3593,1.0631,0.3773,0.5276,0.3279,0.4178,0.4493,3,2.32,1.293,0.4464,0.68,0.198,0.243,1.0146,0.3184,-0.709,27.01,0.4852,38,23,0,0,0.8026,134,204,59,63,199,261,0.0216,-0.3577,0.4493,-0.1968,0.9966,0.9484,-0.3216,-1.1375
Tyrick Mitchell,Crystal Palace,DIF,QUINTO,3258.0,0.0759,0.056,0.0145,-0.1847,-0.1953,0.1401,0.1369,9.318,,0.4477,0.1473,0.1226,0.119,0.1118,1,1.99,0.503,-0.7018,-0.99,0.055,0.084,0.9983,0.18,0.264,26.73,0.5117,38,38,0,0,1.0,135,119,235,220,188,8,0.2911,0.0869,,1.4055,-0.299,-0.5982,0.0954,1.5335
Tolu Arokodare,Wolverhampton Wanderers,ATT,CENTRAVANTI,1357.0,0.0745,0.0112,0.2344,0.2682,-0.0609,0.2886,0.479,20.2981,,0.2478,0.4763,0.4496,0.5115,0.4862,3,6.67,0.45,-1.421,-3.67,0.442,0.0763,0.9961,4.7798,2.525,25.5,0.6262,38,33,0,0,0.9342,136,62,34,229,139,107,0.5499,0.4064,,-1.4775,-0.8746,-1.3857,0.4007,0.5944
Mathys Tel,Tottenham,ATT,ALA,1324.0,0.0701,-0.0968,0.1542,0.1558,0.0154,0.2696,0.421,15.8977,1.1258,0.3032,0.4561,0.3901,0.481,0.4652,4,2.84,1.408,0.6883,1.16,0.193,0.2338,1.0263,0.5919,-0.189,21.07,0.7689,38,31,0,0,0.9079,137,72,68,52,26,145,-0.0928,-0.4473,0.9581,-0.9296,1.2518,1.2508,1.1317,0.2483
Ismaila Sarr,Crystal Palace,ATT,TREQUARTISTA,2181.0,0.069,0.0378,-0.0313,0.5248,-0.0692,-0.0604,0.4728,22.6548,1.0301,0.4985,0.5183,0.4077,0.5774,0.4827,6,9.28,0.647,-1.0767,-3.28,0.383,0.0908,0.9744,0.4348,-0.03,28.24,0.3644,38,28,0,0,0.8684,138,195,36,195,239,191,0.4811,0.8635,0.1815,1.0018,-0.4373,-0.9553,-0.9404,-0.2715
Micky van de Ven,Tottenham,DIF,CENTRALE,3049.0,0.0687,0.0103,0.086,0.1072,-0.1571,0.121,0.1051,9.7619,,0.3138,0.1145,0.1007,0.109,0.0679,4,2.45,1.633,0.9903,1.55,0.072,0.0301,1.0107,0.0142,-0.857,25.1,0.6594,38,35,0,0,0.9605,139,126,286,28,123,65,-0.4303,0.2515,,-0.3493,1.743,2.2963,0.7764,1.1158
Nathan Collins,Brentford,DIF,CENTRALE,2966.0,0.0684,0.0684,-0.0881,-0.1994,-0.0714,0.1709,0.156,10.0318,,0.3741,0.1807,0.1174,0.12,0.1389,1,2.92,0.342,-1.1236,-1.92,0.089,0.0737,0.9997,0.2187,0.38,25.07,0.6618,38,35,0,0,0.9605,140,108,219,238,122,65,0.7246,0.3516,,0.4409,-0.59,-1.3198,0.7874,1.1158
Nick Woltemade,Newcastle United,ATT,CENTRAVANTI,1953.0,0.0633,0.442,-0.4638,0.1034,0.4472,0.1032,0.4613,19.2921,,0.3794,0.5863,0.3145,0.4991,0.5736,7,7.51,0.932,-0.1861,-0.51,0.346,0.1336,1.0111,0.6842,0.528,24.27,0.715,38,33,0,0,0.9342,141,135,43,116,88,107,0.3535,0.2112,,-0.176,0.1953,0.1579,0.8556,0.5944
Brian Brobbey,Sunderland,ATT,CENTRAVANTI,1943.0,0.0619,0.1588,-0.132,-0.1191,0.0838,0.2723,0.4147,22.0303,1.0359,0.4243,0.4754,0.3579,0.42,0.436,7,7.1,0.986,-0.0375,-0.1,0.329,0.0709,0.9748,0.804,0.965,24.31,0.7128,38,31,0,0,0.9079,142,69,71,102,90,145,-0.1622,0.7424,0.2285,0.268,0.3151,0.3436,0.8443,0.2483
Matthijs de Ligt,Manchester United,DIF,CENTRALE,1170.0,0.061,0.0715,0.0591,0.0398,0.1838,0.0258,0.13,10.2011,0.9533,0.4303,0.1419,0.1135,,0.1628,1,1.32,0.758,-0.2785,-0.32,0.102,0.0338,0.9908,0.1554,0.148,26.78,0.507,38,13,0,0,0.6711,143,163,244,168,191,339,0.134,0.4144,-0.4811,1.1775,0.1618,0.1259,0.0738,-1.9446
Tomas Soucek,West Ham,CEN,MEZZALA,2206.0,0.057,0.3388,-0.1842,-0.0319,0.1173,0.0958,0.2366,13.3502,,0.2974,0.3088,0.1578,0.2057,0.2474,5,5.21,0.96,-0.092,-0.21,0.213,0.0339,1.0006,0.1758,-0.423,31.24,0.1835,38,35,0,0,0.9605,144,137,151,109,308,65,0.5289,0.7087,,-0.7802,0.022,0.0005,-1.3427,1.038
James Tarkowski,Everton,DIF,CENTRALE,3330.0,0.0568,-0.0909,0.1499,-0.2149,-0.2216,0.1446,0.1307,11.2666,,0.4084,0.1243,0.1351,0.0926,0.0897,2,2.88,0.694,-0.5185,-0.88,0.078,0.0554,1.0099,0.1753,0.316,33.51,0.1279,38,37,0,0,0.9868,145,118,243,186,323,26,0.1518,0.8096,,0.8905,0.0461,-0.2847,-1.674,1.3939
Yasin Ayari,Brighton,CEN,MEDIANO,1918.0,0.0556,0.3609,0.0496,0.3287,0.2344,0.2421,0.1755,9.1837,1.1337,0.1804,0.2476,0.1305,0.212,0.2258,3,2.11,1.422,0.6127,0.89,0.099,0.0657,1.0012,0.9977,0.269,22.63,0.7654,38,29,0,0,0.8816,146,84,196,48,35,176,-0.3952,-0.5038,0.9927,-2.1727,0.7736,0.9872,1.2091,0.0013
Ferdi Kadioglu,Brighton,DIF,TERZINO,3145.0,0.0498,-0.2947,0.3865,-0.096,0.5427,0.0512,0.1215,9.057,,0.3864,0.0872,0.1553,0.0968,0.1995,1,2.02,0.495,-0.7177,-1.02,0.058,0.0644,1.0095,0.2757,1.385,26.63,0.5212,38,37,0,0,0.9868,147,151,259,222,183,26,-0.0572,-0.0099,,0.6021,-0.3135,-0.6254,0.1392,1.3939
Kaoru Mitoma,Brighton,ATT,ALA,1723.0,0.0496,-0.1736,0.2097,0.1676,0.2877,-0.09,0.4283,19.6795,1.1025,0.4698,0.4449,0.4108,0.5204,0.5739,3,4.8,0.625,-0.8216,-1.8,0.251,0.1849,1.016,0.6735,0.202,29.01,0.3018,38,25,0,0,0.8289,148,215,62,203,272,232,-0.0113,0.2864,0.769,0.718,-0.4862,-0.6365,-1.261,-0.7914
Konstantinos Mavropanos,West Ham,DIF,CENTRALE,2518.0,0.0483,-0.0421,0.0659,0.0366,0.0325,0.0701,0.1213,9.6804,1.1144,0.3526,0.1402,0.1036,0.1289,0.1408,3,2.79,1.075,0.1257,0.21,0.1,0.0179,0.9748,0.0852,-0.197,28.45,0.3462,38,31,0,0,0.9079,149,146,261,87,245,145,-0.0621,0.2213,1.1727,0.1592,0.7347,0.8173,-0.6676,0.5596
Sepp van den Berg,Brentford,DIF,CENTRALE,2758.0,0.0434,0.4461,-0.3845,0.3181,0.1887,0.1053,0.1705,11.3509,0.9128,0.1901,0.2648,0.0684,0.1853,0.184,0,3.35,0.0,-1.8303,-3.35,0.109,0.0721,1.0051,3.271,4.182,24.42,0.7065,38,32,0,0,0.9211,150,130,199,275,95,126,1.0529,0.8409,-0.8968,-1.9705,-1.208,-2.5286,0.9935,0.6992
Mateus Fernandes,West Ham,CEN,MEZZALA,3044.0,0.0375,-0.0441,0.0747,0.1255,-0.0375,0.3607,0.1626,11.743,,0.4268,0.181,0.1568,0.1752,0.178,3,1.81,1.657,0.8845,1.19,0.054,0.0988,0.9894,0.2264,0.333,21.87,0.7786,38,36,0,0,0.9737,151,48,212,26,2,45,-0.5913,0.241,,0.7598,1.1559,1.3678,1.267,1.2114
Trevoh Chalobah,Chelsea,DIF,CENTRALE,2781.0,0.0311,-0.1135,0.15,0.3074,0.1889,0.0376,0.0875,5.4982,,0.322,0.0811,0.104,0.1258,0.1371,3,1.85,1.622,0.8455,1.15,0.06,0.0204,1.0092,0.0487,-0.365,26.89,0.4966,38,34,0,0,0.9474,152,160,310,31,195,86,-0.8303,-1.3299,,-0.2419,1.7231,2.0486,0.0258,0.9773
Chadi Riad,Crystal Palace,DIF,CENTRALE,562.0,0.028,0.1465,0.0071,0.0521,0.052,0.0728,0.1215,11.6296,0.9182,0.2579,0.1537,0.0915,,,0,0.28,,-0.5292,-0.28,0.045,0.0689,1.0106,0.2818,-0.418,22.93,0.7534,16,9,0,0,0.7812,153,144,260,323,46,281,-0.0572,0.9442,-0.8414,-1.0819,,-0.303,1.2098,-0.7803
Timothy Castagne,Fulham,DIF,TERZINO,1849.0,0.022,0.0293,-0.0342,0.2245,-0.0436,0.0654,0.1475,10.0814,0.9467,0.3693,0.1516,0.1318,0.1572,0.1306,0,1.46,0.0,-1.2083,-1.46,0.071,0.0842,0.9909,0.245,0.491,30.47,0.2148,38,30,0,0,0.8947,154,148,227,275,300,162,0.5328,0.37,-0.5488,0.378,-1.208,-1.4646,-1.2734,0.42
Nicolás Domínguez,Nottingham Forest,CEN,MEDIANO,1210.0,0.0184,0.0794,0.1149,0.2028,0.3433,0.0034,0.1881,9.2836,0.9364,0.1732,0.2263,0.1641,0.1762,0.2034,1,1.01,0.99,-0.01,-0.01,0.075,0.0952,0.9871,2.4611,0.361,27.9,0.3956,38,27,0,0,0.8553,155,171,187,101,230,204,-0.2059,-0.4748,-0.6991,-2.2584,0.0708,0.1153,-0.4126,-0.3443
Amad Diallo Traore,Manchester United,ATT,ALA,2341.0,0.0167,0.1654,-0.3829,0.3604,0.0912,0.1346,0.4393,17.9726,1.0584,0.4728,0.5132,0.3521,0.5373,0.4829,2,5.76,0.347,-1.5667,-3.76,0.221,0.2172,0.9914,0.5953,0.303,23.87,0.7333,38,32,0,0,0.9211,156,121,52,237,69,126,0.1095,-0.0448,0.4111,0.7477,-1.1032,-1.5678,0.9493,0.422
Wilson Isidor,Sunderland,ATT,CENTRAVANTI,1142.0,0.0138,-0.0767,0.2803,0.2326,0.0763,0.1478,0.4334,16.0799,0.8951,0.3019,0.442,0.422,0.4981,0.4755,6,5.61,1.07,0.1647,0.39,0.442,0.0,1.0044,1.5157,0.901,25.74,0.6048,38,32,0,0,0.9211,157,117,58,89,146,126,0.0448,-0.4119,-0.9141,-0.9425,0.5016,0.5963,0.2911,0.422
Alexander Isak,Liverpool,ATT,CENTRAVANTI,717.0,0.0104,-0.3646,0.4173,-0.0373,-0.0092,-0.2059,0.4557,16.3548,1.0699,0.4284,0.4121,0.4782,,0.4873,3,3.25,0.923,-0.1387,-0.25,0.408,0.1067,1.0155,0.3418,-0.35,26.67,0.5174,38,14,0,0,0.6842,158,274,46,118,185,334,0.2923,-0.3586,0.5044,0.3086,0.1753,0.2171,-0.1566,-2.6958
Rúben Dias,Manchester City,DIF,CENTRALE,2142.0,0.0104,-0.063,0.1718,0.0313,-0.0176,0.0454,0.0574,4.2253,0.9602,0.3544,0.0656,0.076,0.077,0.0947,2,0.44,,2.3518,1.56,0.018,0.0176,1.0099,0.0648,0.851,29.03,0.3003,38,26,0,0,0.8421,158,154,339,323,273,217,-1.5116,-1.802,-0.4102,0.1828,,3.0,-0.8792,-0.1363
Habib Diarra,Sunderland,CEN,TREQUARTISTA,1414.0,0.0065,0.0246,0.0402,0.1572,-0.1162,0.2217,0.1977,13.9056,1.0975,0.354,0.2093,0.1916,0.2017,0.1563,1,2.49,0.402,-0.9442,-1.49,0.158,0.0414,1.0407,0.9976,1.828,22.39,0.7722,38,20,0,0,0.7632,160,94,177,233,21,301,-0.0598,0.8703,0.6823,-0.1066,-0.8858,-1.1928,1.2389,-1.5544
Cole Palmer,Chelsea,ATT,TREQUARTISTA,2007.0,0.0065,0.2497,-0.3888,-0.3788,-0.3263,0.0019,0.3734,16.8975,0.8855,0.5076,0.4668,0.2865,0.3371,0.3551,5,5.68,0.88,-0.2853,-0.68,0.255,0.096,0.9883,0.2563,-0.281,24.05,0.7258,38,26,0,0,0.8421,160,173,91,127,78,217,-0.6204,-0.2533,-0.992,1.0918,0.0798,0.0339,0.9109,-0.6177
Alex Scott,Bournemouth,CEN,MEDIANO,2915.0,0.0033,-0.2231,0.1186,0.1291,0.0246,0.251,0.1987,10.6815,,0.4609,0.1958,0.2044,0.2065,0.2066,3,3.5,0.857,-0.2673,-0.5,0.108,0.0886,0.9982,0.1567,-0.134,22.76,0.7607,38,37,0,0,0.9868,162,79,175,136,39,26,-0.0456,-0.068,,1.1657,-0.1456,-0.245,1.1885,1.3835
Morato,Nottingham Forest,DIF,CENTRALE,1333.0,0.0009,-0.0165,-0.0086,0.1585,0.127,0.0521,0.1275,9.0776,1.2344,0.2886,0.1415,0.112,0.1408,0.1462,1,1.88,0.532,-0.6418,-0.88,0.127,0.0061,1.0271,0.1429,0.523,24.9,0.6746,38,21,0,0,0.7763,163,149,252,212,110,288,0.0778,-0.0023,2.4046,-0.6796,-0.2466,-0.4956,0.8465,-0.8321
Joe Willock,Newcastle United,CEN,MEZZALA,979.0,0.0005,0.0013,0.0626,-0.385,-0.1749,-0.0905,0.2606,10.8045,0.9976,0.187,0.2855,0.2054,0.154,0.1878,0,1.4,0.0,-1.1832,-1.4,0.129,0.194,1.0043,0.7769,-0.676,26.76,0.5089,38,24,0,0,0.8158,164,216,144,275,189,247,0.8915,-0.0322,-0.1744,-2.0941,-1.5398,-1.5275,0.0843,-0.8633
Yankuba Minteh,Brighton,ATT,ALA,2410.0,0.0,-0.0414,0.0303,-0.034,0.2769,0.2567,0.4037,19.1993,,0.5341,0.4382,0.3798,0.4521,0.4911,3,4.74,0.633,-0.7992,-1.74,0.177,0.2181,0.9941,0.2808,-0.205,21.84,0.7786,38,34,0,0,0.9474,165,77,75,201,2,86,-0.2844,0.1932,,1.3539,-0.4684,-0.6085,1.1814,0.7682
Ao Tanaka,Leeds,CEN,MEZZALA,1330.0,-0.0001,-0.2805,0.0671,0.4234,0.2686,-0.14,0.2244,9.0493,1.2741,0.3213,0.2227,0.2173,0.2796,0.2629,2,2.19,0.913,-0.1284,-0.19,0.148,0.092,1.0137,0.0909,-0.607,27.7,0.4148,38,28,0,0,0.8684,166,243,158,122,224,191,0.3439,-0.543,2.1966,-0.4958,-0.0545,-0.0505,-0.3284,-0.1722
Joelinton,Newcastle United,CEN,MEZZALA,1958.0,-0.0036,-0.0099,-0.0766,-0.1293,-0.1751,-0.0374,0.1884,10.1896,1.174,0.4441,0.2265,0.1503,0.1682,0.1692,2,2.17,0.922,-0.1154,-0.17,0.1,0.085,1.014,0.1173,-0.463,29.77,0.2515,38,27,0,0,0.8553,167,190,186,119,287,204,-0.2004,-0.2111,1.3382,0.9657,-0.0399,-0.0323,-1.0445,-0.3443
Michael Kayode,Brentford,DIF,TERZINO,3281.0,-0.0058,-0.1278,0.0468,-0.1102,0.0004,0.157,0.1197,8.1601,,0.3833,0.1282,0.1123,0.1129,0.1282,1,1.17,0.855,-0.1572,-0.17,0.032,0.087,1.0011,0.0971,-0.173,21.87,0.7786,38,37,0,0,0.9868,168,115,263,138,2,26,-0.0979,-0.3426,,0.5615,0.3371,0.3334,1.3259,1.3939
Issa Diop,Fulham,DIF,CENTRALE,810.0,-0.0083,0.0196,0.1225,0.1005,0.409,-0.1305,0.097,8.7268,0.8789,0.2383,0.1232,0.0889,0.1028,,1,0.45,,0.8199,0.55,0.05,0.0,0.9986,0.1218,2.519,29.37,0.2765,38,13,0,0,0.6711,169,240,297,323,281,339,-0.615,-0.1324,-1.2448,-1.3388,,2.0048,-0.9889,-1.9446
Jaka Bijol,Leeds,DIF,CENTRALE,1895.0,-0.0087,0.0681,-0.0654,-0.0887,-0.0364,-0.0044,0.1068,7.7228,1.1067,0.288,0.1435,0.0817,0.1031,0.1201,1,0.71,1.408,0.3442,0.29,0.034,0.067,1.0063,0.1304,-0.584,27.3,0.455,38,25,0,0,0.8289,170,176,280,52,208,232,-0.392,-0.5048,1.0937,-0.6874,1.3364,1.191,-0.166,-0.2759
Kenny Tete,Fulham,DIF,TERZINO,1805.0,-0.0095,0.09,-0.0683,0.2793,0.144,-0.0937,0.0941,8.4122,1.1533,0.4067,0.1321,0.0718,,0.1185,1,0.72,1.389,0.33,0.28,0.036,0.0469,1.0295,0.0916,-0.038,30.62,0.208,38,22,0,0,0.7895,171,220,302,55,301,274,-0.6795,-0.2491,1.572,0.8682,1.3021,1.1668,-1.3047,-0.6925
Conor Bradley,Liverpool,DIF,TERZINO,962.0,-0.0097,-0.0432,0.0698,0.0569,0.1263,0.0509,0.1289,8.8858,0.9446,0.3632,0.1202,0.1325,0.1228,0.1548,0,0.22,,-0.469,-0.22,0.021,0.1123,0.9878,0.1515,0.442,22.87,0.7561,38,15,0,0,0.6974,172,152,246,323,42,329,0.1092,-0.0734,-0.5704,0.2981,,-0.2,1.2222,-1.6665
Sasa Lukic,Fulham,CEN,MEDIANO,1731.0,-0.0104,-0.0024,0.0385,0.0016,-0.2087,-0.0696,0.2278,16.1375,0.7553,0.4629,0.2388,0.2113,0.2018,0.1695,1,2.35,0.426,-0.8806,-1.35,0.122,0.1133,0.9972,0.1877,-0.209,29.78,0.2509,38,26,0,0,0.8421,173,205,155,231,288,217,0.395,1.5198,-2.2521,1.1895,-0.8468,-1.1037,-1.0471,-0.5177
Anthony Gordon,Newcastle United,ATT,ALA,1888.0,-0.0117,0.3107,-0.3947,0.3728,-0.1671,-0.0698,0.4654,21.8747,1.0698,0.4418,0.5889,0.3303,0.56,0.496,3,6.46,0.464,-1.3613,-3.46,0.308,0.1764,1.0103,0.3674,-0.215,25.24,0.6481,38,26,0,0,0.8421,174,206,40,225,129,217,0.3994,0.7122,0.5036,0.4411,-0.8435,-1.311,0.5129,-0.6177
Tyrone Mings,Aston Villa,DIF,CENTRALE,1314.0,-0.015,-0.0045,-0.0457,-0.0026,0.076,-0.0927,0.1388,12.6866,0.7451,0.3924,0.1518,0.1159,0.1374,0.1654,0,1.5,0.0,-1.2247,-1.5,0.103,0.0479,1.001,0.137,0.059,33.2,0.1335,38,17,0,0,0.7237,175,218,233,275,320,322,0.3352,1.3363,-2.6183,0.6808,-1.208,-1.4927,-1.6482,-1.3884
Idrissa Gueye,Everton,CEN,MEDIANO,2120.0,-0.0187,-0.0834,0.0101,-0.1084,-0.2496,-0.1041,0.1676,11.8485,1.1249,0.4198,0.1787,0.1726,0.1595,0.1469,2,1.91,1.047,0.0651,0.09,0.081,0.0717,0.9903,0.175,0.175,36.66,0.0844,38,25,0,0,0.8289,176,227,204,93,343,232,-0.5158,0.2717,0.9172,0.6765,0.1635,0.2204,-1.7773,-0.6912
Conor Gallagher,Tottenham,CEN,TREQUARTISTA,1229.0,-0.0208,-0.1097,0.0908,0.0223,0.1515,0.0944,0.1887,13.2863,1.1514,0.4509,0.2005,0.1879,0.1871,0.2187,1,1.51,0.662,-0.415,-0.51,0.111,0.063,1.0077,0.1444,-0.07,26.29,0.5536,17,16,0,0,0.9706,177,138,185,192,167,55,-0.1965,0.6901,1.1444,1.0466,-0.4628,-0.4518,0.2803,1.1707
Georginio Rutter,Brighton,ATT,TREQUARTISTA,1784.0,-0.0265,-0.006,0.0493,0.1789,0.1868,0.2498,0.3953,15.2083,1.048,0.3124,0.4211,0.3819,0.4287,0.4559,3,2.96,1.014,0.0232,0.04,0.149,0.2316,1.0,1.3001,1.155,24.09,0.724,38,32,0,0,0.9211,178,81,80,98,81,126,-0.3771,-0.581,0.3267,-0.8386,0.3773,0.4195,0.9017,0.422
Thierno Barry,Everton,ATT,CENTRAVANTI,1921.0,-0.0281,-0.3142,0.2618,0.0573,-0.34,0.1259,0.4602,19.4566,,0.3369,0.4435,0.4618,0.498,0.4156,8,9.13,0.876,-0.374,-1.13,0.428,0.0469,0.9983,0.5176,-0.036,23.59,0.7422,38,38,0,0,1.0,179,123,44,130,61,8,0.3412,0.2431,,-0.5963,0.071,-0.077,0.9949,1.4604
Xavi Simons,Tottenham,ATT,TREQUARTISTA,1768.0,-0.0296,0.0997,-0.2051,-0.2214,0.4493,0.0453,0.3911,19.9957,0.9687,0.4481,0.4683,0.3281,0.4182,0.5174,2,2.71,0.738,-0.4313,-0.71,0.138,0.2362,0.9937,0.4907,0.275,23.09,0.7498,38,28,0,0,0.8684,180,155,84,175,51,191,-0.4243,0.3477,-0.3168,0.5034,-0.2354,-0.1486,1.0338,-0.2715
Marcos Senesi,Bournemouth,DIF,CENTRALE,3298.0,-0.0358,0.2957,-0.4908,-0.0149,-0.101,-0.0129,0.1544,9.9335,,0.3587,0.2295,0.0751,0.1477,0.1492,0,1.85,0.0,-1.3601,-1.85,0.05,0.1094,1.0004,0.055,-0.654,29.04,0.2996,38,37,0,0,0.9868,181,179,220,275,274,26,0.689,0.3152,,0.2391,-1.208,-1.7243,-0.8824,1.3939
El Hadji Malick Diouf,West Ham,DIF,TERZINO,2711.0,-0.0388,-0.3172,0.2756,0.0563,-0.1473,0.0434,0.1276,10.9175,0.9033,0.4255,0.1069,0.1453,0.1423,0.1181,0,0.57,0.0,-0.755,-0.57,0.019,0.1079,0.9887,0.1144,-0.057,21.4,0.7754,38,32,0,0,0.9211,182,156,251,275,15,126,0.08,0.6801,-0.9943,1.1146,-1.208,-0.6892,1.3112,0.6992
Kieran Trippier,Newcastle United,DIF,TERZINO,1606.0,-0.0465,0.0082,-0.0768,-0.0453,-0.1618,-0.1077,0.1135,8.462,0.9656,0.4113,0.1503,0.0764,0.126,0.0951,0,0.09,,-0.3,-0.09,0.005,0.1014,0.989,0.0484,-0.482,35.68,0.0966,38,21,0,0,0.7763,183,229,274,323,340,288,-0.2396,-0.2306,-0.3548,0.9285,,0.0891,-1.8183,-0.8321
Curtis Jones,Liverpool,CEN,MEDIANO,1910.0,-0.0479,0.0162,-0.1849,-0.1864,-0.4957,0.0362,0.236,9.8902,,0.3786,0.2573,0.204,0.1762,0.1488,1,2.43,0.412,-0.9173,-1.43,0.115,0.1338,1.0002,0.2838,-0.067,25.31,0.6424,38,34,0,0,0.9474,184,161,152,232,133,86,0.5196,-0.2982,,0.1862,-0.8695,-1.1551,0.6697,0.8658
Jordan Henderson,Brentford,CEN,MEDIANO,1935.0,-0.0491,0.1022,-0.2273,-0.2423,0.264,-0.0776,0.1891,8.6332,0.9522,0.4057,0.2393,0.146,0.1658,0.2329,1,0.55,1.818,0.6068,0.45,0.026,0.1549,0.9898,0.0673,-0.503,35.93,0.0934,38,32,0,0,0.9211,185,207,184,14,341,126,-0.1905,-0.6641,-0.5637,0.5087,1.4178,0.9789,-1.7378,0.5203
Dominic Solanke,Tottenham,ATT,CENTRAVANTI,989.0,-0.0507,0.0008,-0.1181,-0.2192,-0.1148,-0.1832,0.4024,18.7996,1.097,0.4728,0.4656,0.3581,0.4167,0.4336,3,3.58,0.838,-0.3065,-0.58,0.326,0.0537,1.0196,0.3226,-0.213,28.69,0.3264,38,15,0,0,0.6974,186,264,76,146,261,329,-0.299,0.1157,0.7243,0.7477,-0.0134,0.0074,-1.135,-2.522
