giocatore,squadra,ruolo,ruolo_fine,minuti,TPI_totale,TPI_casa,TPI_trasferta,TPI_vs_top6,TPI_vs_forti,TPI_ext_totale,totale_output_adj,totale_centralita,totale_boost_ratio,totale_consistenza,casa_output_adj,trasferta_output_adj,vs_top6_output_adj,vs_forti_output_adj,goal_tot,xg_tot_conv,conv_ratio,finishing_quality,goal_minus_xg,xg_p90,xa_p90,sos,form_ewma,form_trend,eta,eta_index,partite_disponibili,partite_giocate,n_infortuni,giorni_out,affidabilita_fisica,rank_TPI,rank_TPI_ext,rank_output_adj,rank_conv,rank_eta,rank_affidabilita,z_totale_output_adj,z_totale_centralita,z_totale_boost_ratio,z_totale_consistenza,z_conv_ratio,z_finishing,z_eta_index,z_affidabilita_fisica
Will Hughes,Crystal Palace,CEN,MEZZALA,1567.0,-0.4556,-0.4605,-0.3138,-0.2652,-0.3019,-0.2644,0.1909,8.7353,0.7938,0.2941,0.2059,0.1842,0.1727,0.1931,0,1.25,0.0,-1.118,-1.25,0.072,0.1097,0.9976,0.078,-0.677,31.1,0.1886,38,31,0,0,0.9079,308,296,182,275,306,145,-0.1632,-0.6343,-1.9219,-0.8195,-1.5398,-1.4362,-1.3203,0.3468
Freddie Potts,West Ham,CEN,MEZZALA,1152.0,-0.4646,-0.4379,-0.372,-0.2335,-0.3852,-0.2586,0.1508,8.1388,0.9823,0.2768,0.1804,0.1528,0.1778,0.1649,0,0.21,,-0.4583,-0.21,0.016,0.0938,1.0098,0.0152,-0.852,22.7,0.763,38,22,0,0,0.7895,309,295,222,323,37,274,-0.7698,-0.8079,-0.3056,-1.0254,,-0.5124,1.1986,-1.2089
Ilia Gruev,Leeds,CEN,MEZZALA,1310.0,-0.4656,-0.3607,-0.4066,-0.6731,-0.566,-0.3281,0.1767,8.2692,1.0539,0.2415,0.236,0.1334,0.1278,0.1353,0,0.72,0.0,-0.8485,-0.72,0.049,0.1031,0.9619,0.1093,0.014,26.05,0.5762,38,23,0,0,0.8026,310,313,195,275,161,261,-0.3779,-0.77,0.3084,-1.4455,-1.5398,-1.0588,0.3794,-1.0367
Reinildo,Sunderland,DIF,TERZINO,1974.0,-0.4706,-0.4205,-0.4173,-0.3866,-0.2659,-0.338,0.0487,5.7518,1.0697,0.2674,0.0742,0.0525,0.0697,0.0753,0,0.17,,-0.4123,-0.17,0.008,0.0137,1.0154,0.0079,-0.591,32.34,0.1516,38,25,0,0,0.8289,311,315,342,323,317,232,-1.7098,-1.2358,0.7138,-0.9574,,-0.103,-1.5648,-0.2759
Rodrigo Bentancur,Tottenham,CEN,MEDIANO,1931.0,-0.4945,-0.4669,-0.4065,-0.3751,-0.1885,-0.4207,0.1181,8.7728,0.9613,0.3785,0.1604,0.1159,0.1552,0.1677,1,0.96,1.042,0.0408,0.04,0.045,0.0415,0.9978,0.0541,-0.353,28.91,0.3093,38,26,0,0,0.8421,312,326,267,94,269,217,-1.2639,-0.6234,-0.4856,0.185,0.1554,0.1864,-0.791,-0.5177
Jhon Arias,Wolverhampton Wanderers,ATT,ALA,1140.0,-0.5005,-0.2268,-0.7071,-0.8402,-0.6839,-0.559,0.3782,17.8105,0.9485,0.3075,0.4985,0.2855,0.3478,0.3794,1,3.3,0.303,-1.2661,-2.3,0.261,0.0711,0.9776,0.1001,-0.742,28.67,0.328,38,23,0,0,0.8026,313,338,88,241,260,261,-0.5666,-0.0762,-0.4807,-0.8871,-1.2009,-1.1921,-1.1268,-1.1375
Jacob Ramsey,Newcastle United,ATT,ALA,1421.0,-0.507,-0.4687,-0.3278,-0.4601,-0.5662,-0.2129,0.2714,8.1683,1.0339,0.3825,0.3393,0.2949,0.3301,0.3513,2,1.19,1.681,0.7425,0.81,0.075,0.1001,1.0071,0.2838,0.273,24.99,0.6679,38,28,0,0,0.8684,314,276,137,22,118,191,-1.7502,-1.9467,0.2123,-0.1454,1.8578,1.3185,0.6143,-0.2715
Tim Iroegbunam,Everton,CEN,MEDIANO,1496.0,-0.5084,-0.3866,-0.5,-0.5438,-0.586,-0.1926,0.1653,8.5419,0.9593,0.2178,0.1984,0.1541,0.1295,0.1369,0,0.5,0.0,-0.7071,-0.5,0.03,0.1107,0.9977,0.2309,-0.175,22.9,0.7548,38,29,0,0,0.8816,315,268,206,275,45,176,-0.5509,-0.6906,-0.5028,-1.7276,-1.5398,-0.8608,1.1626,0.0013
Evann Guessand,Crystal Palace,ATT,ALA,920.0,-0.525,-0.6954,-0.1386,-0.4607,-0.2852,-0.4437,0.3679,12.8659,0.7944,0.257,0.3831,0.3978,0.4289,0.4675,1,1.847,0.541,-0.6232,-0.847,0.181,0.1206,0.9985,0.2258,-0.699,24.9,0.6746,38,21,0,0,0.7763,316,330,93,211,110,288,-0.6807,-1.0354,-1.7312,-1.3865,-0.6726,-0.3885,0.6486,-1.4836
Kevin,Fulham,ATT,ALA,1002.0,-0.5367,-0.4592,-0.4346,-0.1866,-0.0638,-0.4034,0.3381,9.9017,0.9747,0.2643,0.4204,0.3188,0.4742,0.5,1,1.32,0.758,-0.2785,-0.32,0.119,0.1114,0.9824,0.1431,-0.722,23.38,0.7468,38,26,0,0,0.8421,317,325,111,168,56,217,-1.0119,-1.6104,-0.2681,-1.3143,-0.191,0.0424,1.0185,-0.6177
Ezri Konsa Ngoyo,Aston Villa,DIF,CENTRALE,3036.0,-0.5447,-0.5428,-0.5572,-0.5426,-0.4206,-0.3482,0.0619,5.7119,,0.3167,0.0793,0.0612,0.0859,0.1025,0,1.07,0.0,-1.0344,-1.07,0.032,0.0181,1.0048,0.0245,-0.504,28.58,0.3354,38,34,0,0,0.9474,318,319,336,275,255,86,-1.4094,-1.2506,,-0.3113,-1.208,-1.1672,-0.7174,0.9773
Loum Tchaouna,Burnley,ATT,ALA,1268.0,-0.5514,-0.2703,-0.5217,-0.1449,-0.0592,-0.3193,0.2895,11.5804,0.809,0.2522,0.3746,0.2872,0.3852,0.4076,2,1.23,1.626,0.6943,0.77,0.087,0.0852,0.9711,0.5063,-0.109,22.71,0.7626,38,29,0,0,0.8816,319,310,134,29,38,176,-1.5505,-1.2848,-1.6128,-1.434,1.7357,1.2583,1.0994,-0.0978
Joshua King,Fulham,ATT,TREQUARTISTA,1306.0,-0.5621,-0.4222,-0.6105,-0.349,-0.641,-0.2483,0.376,12.9402,0.8897,0.374,0.4601,0.3261,0.4451,0.4219,1,3.8,0.263,-1.4364,-2.8,0.262,0.071,1.0003,0.5818,0.677,31.21,0.1846,38,32,0,0,0.9211,320,291,89,243,307,126,-0.5915,-1.021,-0.9579,-0.2294,-1.2897,-1.4049,-1.8614,0.422
Jean-Ricner Bellegarde,Wolverhampton Wanderers,ATT,TREQUARTISTA,1268.0,-0.5742,-0.5043,-0.4541,-0.5187,-0.2351,-0.4381,0.2664,10.9754,0.8969,0.4273,0.3453,0.2839,0.3458,0.4132,1,0.87,1.149,0.1394,0.13,0.062,0.0866,0.9933,0.2844,0.111,27.91,0.3947,38,26,0,0,0.8421,321,329,142,74,232,217,-1.8063,-1.4021,-0.8995,0.2977,0.6769,0.5647,-0.7851,-0.6177
André,Wolverhampton Wanderers,CEN,MEZZALA,2763.0,-0.5864,-0.6397,-0.4712,-0.2591,-0.2918,-0.2909,0.0853,7.7519,,0.3905,0.105,0.1025,0.1379,0.1349,1,0.53,1.887,0.6456,0.47,0.017,0.041,0.9906,0.0392,-0.319,24.85,0.6783,38,35,0,0,0.9605,322,304,311,10,109,65,-1.7614,-0.9205,,0.3278,1.53,1.0333,0.8271,1.038
Maxime Estève,Burnley,DIF,CENTRALE,2946.0,-0.5975,-0.5202,-0.54,-0.4203,-0.3743,-0.36,0.0514,6.7172,,0.2493,0.0818,0.0424,0.0893,0.0945,0,0.46,,-0.6782,-0.46,0.014,0.0214,0.972,0.005,-0.853,23.99,0.7284,38,34,0,0,0.9474,323,321,341,323,73,86,-1.6492,-0.8777,,-1.1946,,-0.5579,1.0945,0.9773
Igor Jesus,Nottingham Forest,ATT,CENTRAVANTI,2379.0,-0.6055,-0.4701,-0.6998,-0.8173,-0.4881,-0.2678,0.3506,17.5254,,0.2825,0.4289,0.3029,0.324,0.3861,5,6.45,0.775,-0.5709,-1.45,0.244,0.0859,1.0055,0.2869,-0.564,25.24,0.6481,38,37,0,0,0.9868,324,298,103,163,129,26,-0.8724,-0.1315,,-1.1343,-0.1532,-0.3231,0.5129,1.2867
Hee-Chan Hwang,Wolverhampton Wanderers,ATT,CENTRAVANTI,1469.0,-0.6313,-0.4233,-0.7024,-0.5675,-0.7551,-0.4828,0.3007,14.6841,1.0353,0.4194,0.4052,0.2694,0.3897,0.3546,1,1.92,0.521,-0.664,-0.92,0.118,0.1152,1.0031,0.284,0.005,30.32,0.2219,38,26,0,0,0.8421,325,335,129,215,297,217,-1.4257,-0.6827,0.2237,0.2196,-0.717,-0.4395,-1.6703,-0.6177
Nikola Milenkovic,Nottingham Forest,DIF,CENTRALE,3360.0,-0.6359,-0.6324,-0.6502,-0.5176,-0.5344,-0.3061,0.0362,4.3782,,0.3533,0.0601,0.0348,0.0651,0.0631,0,0.5,0.0,-0.7071,-0.5,0.013,0.007,0.994,0.0487,1.435,28.61,0.3329,38,38,0,0,1.0,326,307,343,275,257,8,-1.9925,-1.7453,,0.1683,-1.208,-0.6073,-0.7289,1.5335
Dan Ndoye,Nottingham Forest,ATT,ALA,1184.0,-0.6401,-0.6526,-0.3732,-0.5615,-0.6485,-0.4271,0.3032,11.3285,0.8581,0.3426,0.3576,0.3253,0.3485,0.3685,1,1.15,0.87,-0.1399,-0.15,0.087,0.1171,0.9851,0.1868,-0.264,25.58,0.6191,38,24,0,0,0.8158,327,328,128,133,141,247,-1.3983,-1.3337,-1.2143,-0.54,0.0576,0.2156,0.3643,-0.9638
Chemsdine Talbi,Sunderland,ATT,ALA,1556.0,-0.6462,-0.6862,-0.3197,-0.6742,-0.4448,-0.3702,0.2569,11.3098,0.924,0.3621,0.3024,0.2992,0.3303,0.3785,4,2.32,1.724,1.103,1.68,0.134,0.0347,1.0033,0.0745,-0.552,21.04,0.7682,38,28,0,0,0.8684,328,322,148,18,29,191,-1.9108,-1.3373,-0.6795,-0.3471,1.9532,1.7691,1.1281,-0.2715
Justin Devenny,Crystal Palace,ATT,TREQUARTISTA,762.0,-0.6547,-0.6056,-0.5547,-0.459,-0.2907,-0.476,0.3447,8.3694,0.9575,0.2665,0.4114,0.3409,0.4142,0.442,0,1.49,0.0,-1.2207,-1.49,0.176,0.039,1.0226,0.1822,-0.859,22.62,0.7658,38,21,0,0,0.7763,329,333,107,275,34,288,-0.9388,-1.9077,-0.4077,-1.2926,-1.8735,-1.1353,1.1158,-1.4836
João Gomes,Wolverhampton Wanderers,CEN,MEZZALA,2845.0,-0.6573,-0.6831,-0.6034,-0.521,-0.6695,-0.2827,0.1059,9.6854,,0.362,0.1388,0.103,0.1341,0.104,1,1.23,0.813,-0.2074,-0.23,0.039,0.0452,0.9941,0.0551,-0.364,25.28,0.6449,38,35,0,0,0.9605,330,302,283,154,132,65,-1.4497,-0.3578,,-0.0114,-0.2172,-0.1611,0.6807,1.038
Carlos Baleba,Brighton,CEN,MEDIANO,1692.0,-0.6628,-0.756,-0.5148,-0.5543,-0.6331,-0.1834,0.1161,5.3897,1.0903,0.344,0.1534,0.1218,0.1545,0.1479,0,0.56,0.0,-0.7483,-0.56,0.03,0.0426,1.005,0.2099,1.982,22.39,0.7722,38,31,0,0,0.9079,331,265,269,275,21,145,-1.2944,-1.608,0.6205,-0.2256,-1.5398,-0.9185,1.2389,0.3468
Dwight McNeil,Everton,ATT,ALA,1184.0,-0.6719,-0.7485,-0.4197,-0.379,-0.1345,-0.5781,0.3193,13.3527,0.8561,0.3776,0.3677,0.3362,0.4219,0.4942,0,1.47,0.0,-1.2124,-1.47,0.112,0.1323,1.0035,0.2225,-0.174,26.5,0.5336,38,22,0,0,0.7895,332,339,118,275,179,274,-1.2195,-0.941,-1.2305,-0.1938,-1.8735,-1.1249,-0.0736,-1.3099
Sander Berge,Fulham,CEN,MEDIANO,2935.0,-0.6792,-0.49,-0.8981,-0.8098,-0.9515,-0.3995,0.119,8.9004,,0.4115,0.168,0.0953,0.1106,0.0987,0,1.34,0.0,-1.1576,-1.34,0.041,0.061,1.0098,0.2012,0.969,28.27,0.3618,38,35,0,0,0.9605,333,324,265,275,241,65,-1.2506,-0.5863,,0.5777,-1.5398,-1.4916,-0.5608,1.038
Emile Smith-Rowe,Fulham,ATT,TREQUARTISTA,1933.0,-0.684,-0.5634,-0.6811,-0.7003,-0.4703,-0.3254,0.315,12.4786,,0.3341,0.3995,0.2831,0.3821,0.4233,3,4.25,0.706,-0.6063,-1.25,0.198,0.0656,0.9944,0.2126,-0.513,25.82,0.5976,38,37,0,0,0.9868,334,311,120,183,149,26,-1.2672,-1.1105,,-0.624,-0.3064,-0.3674,0.2542,1.2867
Yehor Yarmolyuk,Brentford,CEN,MEDIANO,2679.0,-0.7422,-0.7535,-0.7473,-0.7092,-0.8856,-0.3116,0.1098,5.87,,0.3227,0.1649,0.087,0.1552,0.1091,1,1.36,0.735,-0.3087,-0.36,0.046,0.0417,1.0011,0.016,-0.793,22.23,0.7753,38,37,0,0,0.9868,335,308,276,176,16,26,-1.3904,-1.4682,,-0.4791,-0.3441,-0.303,1.2525,1.3835
Ethan Ampadu,Leeds,CEN,MEZZALA,3130.0,-0.7503,-0.7376,-0.8366,-0.8591,-0.9018,-0.3593,0.1074,7.2004,,0.3639,0.1512,0.093,0.1075,0.1067,1,1.95,0.513,-0.6803,-0.95,0.056,0.0339,1.0183,0.0544,-0.392,25.69,0.6093,38,35,0,0,0.9605,336,320,279,217,144,65,-1.426,-1.081,,0.0112,-0.7052,-0.8233,0.5245,1.038
Anthony Elanga,Newcastle United,ATT,ALA,1289.0,-0.7917,-0.735,-0.5972,-0.651,-0.8141,-0.2436,0.3199,8.6842,0.8266,0.275,0.3912,0.3164,0.3832,0.3595,0,1.46,0.0,-1.2083,-1.46,0.102,0.1229,0.9906,1.1631,2.09,24.07,0.7249,38,32,0,0,0.9211,337,289,116,275,79,126,-1.2128,-1.8466,-1.4699,-1.2085,-1.8735,-1.1198,0.9063,0.422
Lamare Bogarde,Aston Villa,CEN,MEDIANO,1011.0,-0.8095,-0.7554,-0.6821,-0.5146,-0.6513,-0.5057,0.1157,3.6026,1.0768,0.2141,0.1595,0.137,0.1574,0.1474,0,0.0,,,0.0,0.0,0.0036,0.9922,0.0,-1.0,22.38,0.7724,38,28,0,0,0.8684,338,337,270,323,19,191,-1.3004,-2.128,0.5048,-1.7716,,,1.2398,-0.1722
Randal Kolo Muani,Tottenham,ATT,CENTRAVANTI,1704.0,-0.8736,-0.7457,-0.948,-0.5624,-0.553,-0.6327,0.3048,13.3391,0.9893,0.3759,0.3831,0.2817,0.4291,0.4407,1,2.71,0.369,-1.0388,-1.71,0.143,0.0982,0.9742,0.2507,-0.237,27.47,0.4377,38,30,0,0,0.8947,339,342,127,236,216,162,-1.3809,-0.9436,-0.1496,-0.2107,-1.0544,-0.9079,-0.5649,0.0746
Noah Sadiki,Sunderland,CEN,MEDIANO,2914.0,-0.889,-0.873,-0.8707,-0.5983,-0.1583,-0.4736,0.1001,8.9008,,0.3891,0.1361,0.0938,0.1492,0.1959,0,1.63,0.0,-1.2767,-1.63,0.05,0.0284,1.0078,0.1773,1.244,21.43,0.7759,38,33,0,0,0.9342,340,332,293,275,14,107,-1.5363,-0.5862,,0.3111,-1.5398,-1.6584,1.2551,0.6924
Florentino Luís,Burnley,CEN,MEZZALA,2146.0,-0.8962,-0.8767,-0.7685,-0.4378,-0.5703,-0.6404,0.0998,8.5281,0.8796,0.3172,0.1388,0.1002,0.1624,0.156,0,1.04,0.0,-1.0198,-1.04,0.044,0.0222,0.9774,0.0299,-0.495,26.76,0.5089,38,31,0,0,0.9079,341,343,294,275,189,145,-1.5417,-0.6946,-1.1862,-0.5446,-1.5398,-1.2987,0.0843,0.3468
Brennan Johnson,Crystal Palace,ATT,ALA,1709.0,-0.9638,-0.725,-0.9858,-0.6602,-0.5547,-0.5793,0.2806,10.2846,0.809,0.2731,0.3756,0.2598,0.3877,0.4073,2,2.602,0.769,-0.3732,-0.602,0.137,0.0683,1.0082,0.1191,-0.592,25.0,0.6672,38,34,0,0,0.9474,342,340,136,165,119,86,-1.6491,-1.5362,-1.6128,-1.2273,-0.1665,-0.076,0.6107,0.7682
Jørgen Strand Larsen,Crystal Palace,ATT,CENTRAVANTI,2353.0,-1.0186,-1.241,-0.655,-0.7196,-0.8278,-0.6173,0.2693,14.0336,0.7326,0.3956,0.291,0.309,0.3753,0.3567,3,5.02,0.598,-0.9016,-2.02,0.192,0.0265,0.9794,0.3341,0.067,26.29,0.5536,38,36,0,0,0.9737,343,341,138,205,167,45,-1.7737,-0.8089,-2.2327,-0.0158,-0.5461,-0.7365,0.0288,1.1143
